index,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate_cat,DistanceFromHome_cat,HourlyRate_cat,MonthlyIncome_cat,MonthlyRate_cat,TotalWorkingYears_cat,YearsAtCompany_cat,YearsInCurrentRole_cat,MonthlyRatetoIncomeDiff,MonthlyRatetoIncomeDiff_cat
640,24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,>1200,2-5,40-60,2500-5000,10000-15000,5 to 10,<5,<2,7616,5k-10k
543,44,0,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,<400,>20,40-60,2500-5000,<5000,5 to 10,<5,<2,-1604,<0
291,36,0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,400-800,2-5,<40,2500-5000,>25000,5 to 10,5 to 10,<2,21800,>20k
1380,35,0,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,400-800,15-20,60-80,5000-7500,15000-20000,5 to 10,<5,2 to 4,10414,10k-15k
35,43,0,Travel_Rarely,1273,Research & Development,2,2,Medical,1,46,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4,>1200,<2,60-80,2500-5000,20000-25000,5 to 10,<5,2 to 4,19278,15k-20k
432,34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,>1200,<2,60-80,2500-5000,5000-10000,10 to 15,5 to 10,2 to 4,5648,5k-10k
653,50,0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,800-1200,<2,>80,>10000,<5000,>30,>20,4 to 6,-13380,<0
1418,38,0,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,400-800,5-10,60-80,5000-7500,10000-15000,5 to 10,5 to 10,2 to 4,8963,5k-10k
1280,37,0,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,>1200,5-10,>80,2500-5000,10000-15000,15 to 20,5 to 10,<2,8761,5k-10k
38,36,0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0,800-1200,2-5,>80,2500-5000,10000-15000,5 to 10,<5,<2,9653,5k-10k
446,41,0,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,<400,5-10,40-60,5000-7500,10000-15000,15 to 20,10 to 15,2 to 4,7200,5k-10k
690,31,0,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5,400-800,10-15,40-60,5000-7500,15000-20000,5 to 10,5 to 10,6 to 8,11514,10k-15k
1132,40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2,<400,10-15,>80,2500-5000,10000-15000,<5,<5,2 to 4,6623,5k-10k
1325,42,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,800-1200,5-10,>80,2500-5000,10000-15000,5 to 10,,<2,9656,5k-10k
217,29,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,800-1200,<2,>80,<2500,15000-20000,5 to 10,5 to 10,<2,17699,15k-20k
346,41,0,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,400-800,5-10,>80,5000-7500,10000-15000,5 to 10,<5,2 to 4,4078,0k to 5k
781,26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,<400,<2,40-60,2500-5000,10000-15000,5 to 10,<5,2 to 4,7186,5k-10k
1108,35,0,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,800-1200,<2,60-80,<2500,20000-25000,<5,<5,<2,19281,15k-20k
558,32,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,400-800,>20,60-80,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,15837,15k-20k
1221,45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,>1200,<2,60-80,>10000,<5000,20 to 25,>20,>8,-7353,<0
1232,35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,>1200,>20,40-60,5000-7500,5000-10000,15 to 20,5 to 10,6 to 8,-1732,<0
777,21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,>1200,5-10,<40,<2500,15000-20000,<5,<5,<2,15842,15k-20k
1413,25,0,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2,800-1200,<2,40-60,2500-5000,5000-10000,5 to 10,<5,<2,3321,0k to 5k
1003,25,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,800-1200,<2,>80,2500-5000,<5000,5 to 10,<5,<2,1681,0k to 5k
914,55,0,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,<400,5-10,<40,>10000,>25000,>30,>20,>8,12015,10k-15k
617,44,0,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,400-800,2-5,40-60,5000-7500,5000-10000,5 to 10,<5,<2,-736,<0
837,40,0,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,400-800,5-10,>80,>10000,10000-15000,15 to 20,15 to 20,6 to 8,283,0k to 5k
281,42,0,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,400-800,<2,>80,2500-5000,20000-25000,15 to 20,15 to 20,>8,19625,15k-20k
1256,38,0,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,400-800,<2,60-80,<2500,15000-20000,5 to 10,5 to 10,<2,13495,10k-15k
1216,43,0,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,800-1200,<2,60-80,7500-10000,5000-10000,5 to 10,5 to 10,>8,-1778,<0
557,35,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,>1200,<2,60-80,5000-7500,<5000,15 to 20,<5,<2,-332,<0
62,50,0,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,800-1200,5-10,40-60,>10000,15000-20000,25 to 30,>20,2 to 4,-2039,<0
1337,28,0,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,800-1200,2-5,60-80,2500-5000,<5000,<5,<5,<2,836,0k to 5k
960,41,0,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,800-1200,<2,60-80,2500-5000,<5000,5 to 10,5 to 10,2 to 4,194,0k to 5k
844,30,0,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,800-1200,5-10,60-80,5000-7500,<5000,5 to 10,5 to 10,2 to 4,-3872,<0
1067,47,0,Travel_Rarely,571,Sales,14,3,Medical,1,1503,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2,400-800,10-15,60-80,2500-5000,20000-25000,10 to 15,<5,2 to 4,19609,15k-20k
1401,55,0,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1973,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4,<400,>20,60-80,>10000,>25000,>30,5 to 10,>8,6175,5k-10k
902,27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,800-1200,2-5,60-80,2500-5000,<5000,<5,<5,2 to 4,691,0k to 5k
1032,39,1,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0,400-800,<2,40-60,2500-5000,15000-20000,10 to 15,<5,<2,13535,10k-15k
1226,32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,400-800,5-10,40-60,2500-5000,15000-20000,5 to 10,<5,<2,13927,10k-15k
251,39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,400-800,<2,60-80,>10000,5000-10000,15 to 20,15 to 20,4 to 6,-4518,<0
128,22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,400-800,<2,>80,2500-5000,15000-20000,<5,<5,<2,16776,15k-20k
516,23,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,800-1200,2-5,40-60,2500-5000,5000-10000,<5,<5,<2,5725,5k-10k
1350,27,0,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,400-800,<2,>80,5000-7500,>25000,5 to 10,5 to 10,6 to 8,20497,>20k
1021,25,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,<400,5-10,60-80,2500-5000,15000-20000,5 to 10,<5,<2,10782,10k-15k
1091,33,0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,400-800,>20,40-60,2500-5000,20000-25000,<5,<5,2 to 4,19832,15k-20k
345,23,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,>1200,>20,>80,2500-5000,15000-20000,<5,<5,<2,13188,10k-15k
362,21,0,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,800-1200,5-10,<40,2500-5000,<5000,<5,<5,<2,241,0k to 5k
932,29,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,800-1200,5-10,<40,2500-5000,15000-20000,5 to 10,5 to 10,6 to 8,13946,10k-15k
260,32,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,>1200,5-10,>80,2500-5000,>25000,<5,<5,<2,23268,>20k
501,30,0,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,<400,2-5,60-80,<2500,20000-25000,<5,<5,<2,20570,>20k
1392,35,0,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,>1200,5-10,40-60,5000-7500,10000-15000,5 to 10,5 to 10,6 to 8,8382,5k-10k
40,35,0,Travel_Rarely,464,Research & Development,4,2,Other,1,53,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,400-800,2-5,60-80,<2500,10000-15000,<5,<5,<2,8959,5k-10k
707,47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,>1200,15-20,60-80,5000-7500,5000-10000,15 to 20,15 to 20,>8,1692,0k to 5k
519,29,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,800-1200,<2,60-80,2500-5000,15000-20000,5 to 10,5 to 10,6 to 8,16239,15k-20k
1071,49,0,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2,<400,2-5,40-60,2500-5000,20000-25000,5 to 10,<5,<2,18281,15k-20k
393,34,0,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,>1200,2-5,60-80,5000-7500,10000-15000,5 to 10,<5,<2,6202,5k-10k
178,46,0,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,400-800,<2,>80,>10000,<5000,20 to 25,>20,>8,-8316,<0
426,30,0,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,800-1200,<2,40-60,2500-5000,5000-10000,10 to 15,10 to 15,6 to 8,4617,0k to 5k
882,36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,<400,<2,60-80,>10000,<5000,15 to 20,5 to 10,6 to 8,-6017,<0
66,36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,800-1200,10-15,>80,5000-7500,20000-25000,5 to 10,5 to 10,4 to 6,16157,15k-20k
361,40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,800-1200,5-10,40-60,<2500,20000-25000,5 to 10,5 to 10,6 to 8,20282,>20k
831,31,1,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,800-1200,10-15,60-80,2500-5000,5000-10000,<5,<5,<2,3623,0k to 5k
78,37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,<400,5-10,<40,>10000,>25000,15 to 20,<5,<2,11594,10k-15k
1371,56,0,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,Female,89,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,>1200,10-15,>80,5000-7500,20000-25000,5 to 10,,<2,14948,10k-15k
1445,41,0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10,400-800,>20,40-60,>10000,5000-10000,20 to 25,15 to 20,6 to 8,-7930,<0
817,36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,<400,15-20,60-80,7500-10000,20000-25000,15 to 20,10 to 15,>8,15459,15k-20k
228,35,0,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,800-1200,<2,>80,7500-10000,5000-10000,5 to 10,5 to 10,6 to 8,307,0k to 5k
80,30,0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,800-1200,<2,40-60,5000-7500,15000-20000,5 to 10,5 to 10,6 to 8,10872,10k-15k
309,31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,400-800,2-5,>80,2500-5000,10000-15000,5 to 10,<5,<2,5256,5k-10k
851,56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,400-800,2-5,>80,>10000,15000-20000,25 to 30,<5,<2,-1368,<0
974,27,0,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,400-800,<2,40-60,5000-7500,20000-25000,5 to 10,5 to 10,<2,15321,15k-20k
1146,34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2,400-800,5-10,40-60,2500-5000,15000-20000,5 to 10,5 to 10,6 to 8,12276,10k-15k
210,32,1,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,800-1200,2-5,<40,>10000,>25000,10 to 15,10 to 15,6 to 8,15412,15k-20k
995,43,0,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,800-1200,5-10,60-80,2500-5000,20000-25000,15 to 20,15 to 20,6 to 8,15922,15k-20k
458,40,0,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,800-1200,>20,40-60,>10000,10000-15000,15 to 20,<5,<2,441,0k to 5k
1138,50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13,>1200,15-20,40-60,>10000,20000-25000,>30,>20,6 to 8,9444,5k-10k
729,35,0,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,400-800,>20,40-60,>10000,5000-10000,15 to 20,15 to 20,>8,-3413,<0
1244,30,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,>1200,<2,60-80,2500-5000,>25000,5 to 10,5 to 10,6 to 8,21459,>20k
701,53,0,Travel_Rarely,1376,Sales,2,2,Medical,1,981,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2,>1200,<2,40-60,>10000,10000-15000,20 to 25,15 to 20,>8,-914,<0
252,29,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,400-800,10-15,40-60,<2500,20000-25000,5 to 10,5 to 10,4 to 6,20333,>20k
111,34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,400-800,5-10,60-80,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,16813,15k-20k
41,27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0,>1200,<2,<40,<2500,15000-20000,<5,<5,<2,17374,15k-20k
824,42,0,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,<400,>20,40-60,2500-5000,5000-10000,15 to 20,<5,<2,5286,5k-10k
1324,29,0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,400-800,>20,>80,5000-7500,20000-25000,10 to 15,5 to 10,<2,14759,10k-15k
1017,27,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,>1200,10-15,>80,<2500,5000-10000,5 to 10,<5,<2,5580,5k-10k
223,38,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,<400,2-5,60-80,>10000,5000-10000,15 to 20,15 to 20,>8,-962,<0
1010,55,0,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,800-1200,<2,>80,>10000,10000-15000,>30,5 to 10,6 to 8,-2318,<0
1456,35,0,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2,800-1200,15-20,60-80,5000-7500,20000-25000,5 to 10,5 to 10,<2,18905,15k-20k
721,50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,800-1200,>20,>80,>10000,<5000,20 to 25,10 to 15,>8,-9812,<0
55,33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,400-800,<2,>80,>10000,15000-20000,10 to 15,10 to 15,>8,1688,0k to 5k
807,38,0,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,400-800,5-10,60-80,7500-10000,5000-10000,5 to 10,5 to 10,6 to 8,-3171,<0
263,46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,400-800,<2,60-80,>10000,10000-15000,25 to 30,5 to 10,6 to 8,-1895,<0
28,44,0,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,400-800,5-10,40-60,>10000,<5000,20 to 25,>20,4 to 6,-8154,<0
